State,County,Fips,Year,FIRate ,NumberFIIndividuals ,ChildFIRate,NumberFIChildren,CostPerMeal 
SC,"Greenville County, South Carolina",45045,2020,8.70%,"44,670",10.00%,"11,900",$3.43 
SC,"Greenwood County, South Carolina",45047,2020,11.70%,"8,240",20.70%,"3,300",$3.07 
SC,"Hampton County, South Carolina",45049,2020,9.60%,"1,850",20.70%,860,$3.12 
SC,"Horry County, South Carolina",45051,2020,12.00%,"41,450",17.40%,"10,790",$3.25 
SC,"Jasper County, South Carolina",45053,2020,9.90%,"2,910",19.30%,"1,150",$3.60 
SC,"Kershaw County, South Carolina",45055,2020,9.90%,"6,530",13.00%,"1,980",$3.16 
SC,"Lancaster County, South Carolina",45057,2020,9.10%,"8,720",12.40%,"2,550",$3.24 
SC,"Laurens County, South Carolina",45059,2020,13.00%,"8,730",18.10%,"2,660",$2.86 
SC,"Lee County, South Carolina",45061,2020,13.30%,"2,280",28.80%,950,$3.04 
SC,"Lexington County, South Carolina",45063,2020,8.10%,"24,020",8.80%,"6,040",$3.26 
SC,"McCormick County, South Carolina",45065,2020,10.30%,980,25.70%,290,$3.41 
SC,"Marion County, South Carolina",45067,2020,12.60%,"3,900",25.20%,"1,800",$2.95 
SC,"Marlboro County, South Carolina",45069,2020,17.50%,"4,620",29.60%,"1,570",$2.87 
SC,"Newberry County, South Carolina",45071,2020,9.80%,"3,770",16.80%,"1,400",$2.87 
SC,"Oconee County, South Carolina",45073,2020,11.50%,"8,970",13.10%,"2,050",$2.92 
SC,"Orangeburg County, South Carolina",45075,2020,12.90%,"11,210",26.20%,"5,020",$2.86 
SC,"Pickens County, South Carolina",45077,2020,10.20%,"12,770",7.90%,"1,870",$3.19 
SC,"Richland County, South Carolina",45079,2020,9.40%,"39,040",17.80%,"15,870",$3.41 
SC,"Saluda County, South Carolina",45081,2020,9.70%,"1,960",14.50%,640,$3.34 
SC,"Spartanburg County, South Carolina",45083,2020,10.50%,"32,870",13.50%,"9,860",$3.03 
SC,"Sumter County, South Carolina",45085,2020,11.10%,"11,890",20.50%,"5,240",$3.09 
SC,"Union County, South Carolina",45087,2020,14.40%,"3,930",24.50%,"1,430",$3.02 
SC,"Williamsburg County, South Carolina",45089,2020,13.40%,"4,130",25.30%,"1,620",$3.22 
SC,"York County, South Carolina",45091,2020,7.50%,"20,450",8.40%,"5,550",$3.39 
SD,"Aurora County, South Dakota",46003,2020,5.20%,140,9.60%,70,$3.36 
SD,"Beadle County, South Dakota",46005,2020,9.10%,"1,670",14.00%,690,$3.37 
SD,"Bennett County, South Dakota",46007,2020,15.50%,530,23.40%,290,$3.35 
SD,"Bon Homme County, South Dakota",46009,2020,9.50%,660,17.10%,230,$3.36 
SD,"Brookings County, South Dakota",46011,2020,8.00%,"2,820",11.30%,820,$3.54 
SD,"Brown County, South Dakota",46013,2020,7.60%,"2,980",11.80%,"1,100",$3.34 
SD,"Brule County, South Dakota",46015,2020,11.10%,580,17.70%,240,$3.36 
SD,"Buffalo County, South Dakota",46017,2020,21.30%,430,28.50%,220,$3.34 
SD,"Butte County, South Dakota",46019,2020,8.40%,860,13.70%,350,$3.52 
SD,"Campbell County, South Dakota",46021,2020,5.30%,80,7.90%,20,$3.44 
SD,"Charles Mix County, South Dakota",46023,2020,12.90%,"1,210",19.90%,550,$3.36 
SD,"Clark County, South Dakota",46025,2020,6.20%,230,10.30%,100,$3.37 
SD,"Clay County, South Dakota",46027,2020,10.60%,"1,500",13.50%,320,$3.36 
SD,"Codington County, South Dakota",46029,2020,9.90%,"2,770",14.80%,"1,000",$3.37 
SD,"Corson County, South Dakota",46031,2020,20.10%,830,26.90%,400,$3.44 
SD,"Custer County, South Dakota",46033,2020,9.80%,860,18.20%,240,$3.35 
SD,"Davison County, South Dakota",46035,2020,10.00%,"2,000",14.00%,640,$3.36 
SD,"Day County, South Dakota",46037,2020,10.20%,560,16.50%,200,$3.37 
SD,"Deuel County, South Dakota",46039,2020,6.60%,280,12.10%,120,$3.37 
SD,"Dewey County, South Dakota",46041,2020,18.60%,"1,090",25.30%,550,$3.20 
SD,"Douglas County, South Dakota",46043,2020,7.00%,200,9.20%,70,$3.36 
SD,"Edmunds County, South Dakota",46045,2020,5.20%,200,8.50%,80,$3.34 
SD,"Fall River County, South Dakota",46047,2020,12.70%,850,18.60%,220,$3.35 
SD,"Faulk County, South Dakota",46049,2020,12.80%,300,15.70%,80,$3.34 
SD,"Grant County, South Dakota",46051,2020,6.70%,480,10.60%,170,$3.37 
SD,"Gregory County, South Dakota",46053,2020,8.90%,370,13.40%,130,$3.36 
SD,"Haakon County, South Dakota",46055,2020,9.90%,190,14.70%,80,$3.35 
SD,"Hamlin County, South Dakota",46057,2020,5.20%,320,10.00%,190,$3.37 
SD,"Hand County, South Dakota",46059,2020,8.00%,240,10.40%,70,$3.34 
SD,"Hanson County, South Dakota",46061,2020,8.30%,280,14.10%,150,$3.34 
SD,"Harding County, South Dakota",46063,2020,6.50%,80,9.70%,20,$3.20 
SD,"Hughes County, South Dakota",46065,2020,8.40%,"1,470",12.90%,540,$3.34 
SD,"Hutchinson County, South Dakota",46067,2020,7.70%,560,13.00%,240,$3.36 
SD,"Hyde County, South Dakota",46069,2020,5.00%,70,7.70%,20,$3.34 
SD,"Jackson County, South Dakota",46071,2020,20.10%,660,24.00%,250,$3.35 
SD,"Jerauld County, South Dakota",46073,2020,7.20%,150,9.80%,40,$3.54 
SD,"Jones County, South Dakota",46075,2020,8.40%,70,15.10%,30,$3.35 
SD,"Kingsbury County, South Dakota",46077,2020,7.20%,350,8.90%,100,$3.54 
SD,"Lake County, South Dakota",46079,2020,7.80%,"1,000",12.40%,320,$3.54 
SD,"Lawrence County, South Dakota",46081,2020,10.60%,"2,730",15.20%,690,$3.52 
SD,"Lincoln County, South Dakota",46083,2020,4.60%,"2,700",7.20%,"1,170",$3.48 
SD,"Lyman County, South Dakota",46085,2020,14.00%,540,21.50%,240,$3.34 
SD,"McCook County, South Dakota",46087,2020,7.00%,390,11.30%,170,$3.34 
SD,"McPherson County, South Dakota",46089,2020,9.00%,210,14.00%,70,$3.34 
SD,"Marshall County, South Dakota",46091,2020,6.20%,300,11.50%,130,$3.34 
SD,"Meade County, South Dakota",46093,2020,6.90%,"1,940",12.60%,810,$3.20 
SD,"Mellette County, South Dakota",46095,2020,22.50%,460,28.40%,170,$3.35 
SD,"Miner County, South Dakota",46097,2020,9.50%,210,14.40%,80,$3.54 
SD,"Minnehaha County, South Dakota",46099,2020,7.60%,"14,640",13.30%,"6,430",$3.34 
SD,"Moody County, South Dakota",46101,2020,9.30%,600,14.80%,240,$3.54 
SD,"Oglala Lakota County, South Dakota",46102,2020,25.80%,"3,690",31.10%,"1,630",$3.35 
SD,"Pennington County, South Dakota",46103,2020,10.20%,"11,460",17.20%,"4,450",$3.35 
SD,"Perkins County, South Dakota",46105,2020,7.70%,230,12.50%,80,$3.51 
SD,"Potter County, South Dakota",46107,2020,6.50%,150,12.40%,60,$3.34 
SD,"Roberts County, South Dakota",46109,2020,12.40%,"1,280",22.40%,620,$3.37 
SD,"Sanborn County, South Dakota",46111,2020,8.60%,200,13.10%,80,$3.54 
SD,"Spink County, South Dakota",46115,2020,6.90%,440,11.00%,170,$3.34 
SD,"Stanley County, South Dakota",46117,2020,5.00%,150,13.20%,80,$3.34 
SD,"Sully County, South Dakota",46119,2020,6.60%,80,8.60%,20,$3.34 
SD,"Todd County, South Dakota",46121,2020,26.40%,"2,720",31.40%,"1,350",$3.35 
SD,"Tripp County, South Dakota",46123,2020,9.60%,520,17.00%,220,$3.36 
SD,"Turner County, South Dakota",46125,2020,7.30%,610,11.80%,240,$3.48 
SD,"Union County, South Dakota",46127,2020,7.80%,"1,220",12.90%,490,$3.36 
SD,"Walworth County, South Dakota",46129,2020,10.60%,570,17.50%,220,$3.44 
SD,"Yankton County, South Dakota",46135,2020,8.60%,"1,950",13.40%,640,$3.36 
SD,"Ziebach County, South Dakota",46137,2020,20.80%,570,28.20%,220,$3.20 
TN,"Anderson County, Tennessee",47001,2020,14.80%,"11,350",15.80%,"2,550",$3.41 
TN,"Bedford County, Tennessee",47003,2020,12.80%,"6,290",16.50%,"2,060",$3.16 
TN,"Benton County, Tennessee",47005,2020,17.40%,"2,800",18.40%,590,$3.14 
TN,"Bledsoe County, Tennessee",47007,2020,18.20%,"2,720",20.80%,470,$3.27 
TN,"Blount County, Tennessee",47009,2020,10.80%,"14,180",10.80%,"2,860",$3.48 
TN,"Bradley County, Tennessee",47011,2020,13.90%,"14,870",15.80%,"3,680",$3.47 
TN,"Campbell County, Tennessee",47013,2020,18.40%,"7,350",21.10%,"1,720",$3.21 
TN,"Cannon County, Tennessee",47015,2020,14.10%,"2,030",15.90%,490,$3.18 
TN,"Carroll County, Tennessee",47017,2020,14.90%,"4,150",18.20%,"1,090",$3.13 
TN,"Carter County, Tennessee",47019,2020,16.50%,"9,300",19.30%,"1,990",$3.38 
TN,"Cheatham County, Tennessee",47021,2020,11.10%,"4,500",10.30%,920,$3.31 
TN,"Chester County, Tennessee",47023,2020,11.00%,"1,890",12.40%,470,$3.15 
TN,"Claiborne County, Tennessee",47025,2020,18.20%,"5,810",19.90%,"1,190",$3.18 
TN,"Clay County, Tennessee",47027,2020,18.60%,"1,420",20.30%,320,$3.36 
TN,"Cocke County, Tennessee",47029,2020,18.80%,"6,730",25.10%,"1,830",$3.15 
TN,"Coffee County, Tennessee",47031,2020,14.60%,"8,200",17.70%,"2,380",$3.31 
TN,"Crockett County, Tennessee",47033,2020,12.80%,"1,830",17.40%,590,$3.05 
TN,"Cumberland County, Tennessee",47035,2020,13.80%,"8,310",16.40%,"1,720",$3.40 
TN,"Davidson County, Tennessee",47037,2020,12.40%,"85,410",19.10%,"27,420",$3.67 
TN,"Decatur County, Tennessee",47039,2020,15.20%,"1,780",18.10%,440,$3.11 
TN,"DeKalb County, Tennessee",47041,2020,17.00%,"3,430",20.10%,880,$3.21 
TN,"Dickson County, Tennessee",47043,2020,12.00%,"6,380",12.70%,"1,560",$3.17 
TN,"Dyer County, Tennessee",47045,2020,15.80%,"5,880",18.70%,"1,650",$3.24 
TN,"Fayette County, Tennessee",47047,2020,10.70%,"4,350",18.20%,"1,410",$3.34 
TN,"Fentress County, Tennessee",47049,2020,16.20%,"2,990",18.00%,690,$3.35 
TN,"Franklin County, Tennessee",47051,2020,15.20%,"6,360",18.30%,"1,540",$3.17 
TN,"Gibson County, Tennessee",47053,2020,13.90%,"6,850",18.10%,"2,150",$3.05 
TN,"Giles County, Tennessee",47055,2020,13.60%,"4,010",15.80%,970,$3.16 
TN,"Grainger County, Tennessee",47057,2020,15.70%,"3,650",18.10%,840,$3.35 
TN,"Greene County, Tennessee",47059,2020,16.30%,"11,240",20.30%,"2,720",$3.24 
TN,"Grundy County, Tennessee",47061,2020,17.90%,"2,390",21.70%,640,$3.20 
TN,"Hamblen County, Tennessee",47063,2020,14.60%,"9,440",17.80%,"2,670",$3.06 
TN,"Hamilton County, Tennessee",47065,2020,12.00%,"43,600",16.10%,"12,190",$3.60 
TN,"Hancock County, Tennessee",47067,2020,21.70%,"1,420",27.30%,380,$3.03 
TN,"Hardeman County, Tennessee",47069,2020,14.50%,"3,670",25.50%,"1,210",$2.94 
TN,"Hardin County, Tennessee",47071,2020,14.60%,"3,750",17.50%,910,$3.15 
TN,"Hawkins County, Tennessee",47073,2020,16.00%,"9,100",19.70%,"2,220",$3.28 
TN,"Haywood County, Tennessee",47075,2020,14.60%,"2,530",28.60%,"1,120",$2.96 
TN,"Henderson County, Tennessee",47077,2020,15.70%,"4,390",16.60%,"1,050",$3.11 
TN,"Henry County, Tennessee",47079,2020,16.30%,"5,240",21.90%,"1,450",$3.14 
TN,"Hickman County, Tennessee",47081,2020,12.60%,"3,150",12.70%,670,$3.44 
TN,"Houston County, Tennessee",47083,2020,14.50%,"1,190",16.00%,290,$3.17 
TN,"Humphreys County, Tennessee",47085,2020,13.90%,"2,580",14.90%,600,$3.17 
TN,"Jackson County, Tennessee",47087,2020,15.80%,"1,860",18.30%,390,$3.23 
TN,"Jefferson County, Tennessee",47089,2020,13.90%,"7,520",16.20%,"1,720",$3.35 
TN,"Johnson County, Tennessee",47091,2020,17.00%,"3,020",22.60%,680,$3.42 
TN,"Knox County, Tennessee",47093,2020,11.40%,"53,220",11.90%,"11,640",$3.50 
TN,"Lake County, Tennessee",47095,2020,21.20%,"1,540",27.80%,290,$3.24 
TN,"Lauderdale County, Tennessee",47097,2020,17.00%,"4,370",27.00%,"1,580",$2.96 
TN,"Lawrence County, Tennessee",47099,2020,15.20%,"6,650",16.40%,"1,790",$3.10 
TN,"Lewis County, Tennessee",47101,2020,16.30%,"1,980",18.10%,470,$3.43 
TN,"Lincoln County, Tennessee",47103,2020,13.20%,"4,500",15.20%,"1,160",$3.16 
TN,"Loudon County, Tennessee",47105,2020,11.10%,"5,880",13.10%,"1,350",$3.26 
TN,"McMinn County, Tennessee",47107,2020,15.00%,"8,030",17.20%,"1,940",$3.27 
TN,"McNairy County, Tennessee",47109,2020,15.80%,"4,070",17.80%,"1,000",$3.02 
TN,"Macon County, Tennessee",47111,2020,14.60%,"3,540",15.30%,930,$3.09 
TN,"Madison County, Tennessee",47113,2020,13.90%,"13,620",24.30%,"5,340",$3.15 
TN,"Marion County, Tennessee",47115,2020,15.60%,"4,460",17.60%,"1,060",$3.22 
TN,"Marshall County, Tennessee",47117,2020,14.70%,"4,960",16.80%,"1,320",$3.13 
TN,"Maury County, Tennessee",47119,2020,10.70%,"10,080",13.00%,"2,870",$3.46 
TN,"Meigs County, Tennessee",47121,2020,14.70%,"1,800",17.20%,430,$3.26 
TN,"Monroe County, Tennessee",47123,2020,15.80%,"7,330",19.60%,"1,940",$3.30 
TN,"Montgomery County, Tennessee",47125,2020,12.10%,"24,830",16.70%,"9,160",$3.35 
TN,"Moore County, Tennessee",47127,2020,10.10%,650,7.80%,100,$3.18 
TN,"Morgan County, Tennessee",47129,2020,17.00%,"3,660",18.60%,770,$3.37 
TN,"Obion County, Tennessee",47131,2020,16.20%,"4,910",20.80%,"1,380",$3.02 
TN,"Overton County, Tennessee",47133,2020,15.30%,"3,390",16.50%,780,$3.35 
TN,"Perry County, Tennessee",47135,2020,18.80%,"1,500",22.90%,420,$3.43 
TN,"Pickett County, Tennessee",47137,2020,15.80%,800,19.00%,180,$3.36 
TN,"Polk County, Tennessee",47139,2020,13.30%,"2,230",14.00%,440,$3.46 
TN,"Putnam County, Tennessee",47141,2020,13.80%,"10,870",15.50%,"2,540",$3.23 
TN,"Rhea County, Tennessee",47143,2020,16.60%,"5,480",20.40%,"1,530",$3.28 
TN,"Roane County, Tennessee",47145,2020,13.40%,"7,170",13.40%,"1,340",$3.32 
TN,"Robertson County, Tennessee",47147,2020,10.50%,"7,460",12.50%,"2,120",$3.25 
TN,"Rutherford County, Tennessee",47149,2020,10.10%,"32,690",12.30%,"9,840",$3.38 
TN,"Scott County, Tennessee",47151,2020,19.60%,"4,330",22.30%,"1,160",$3.07 
TN,"Sequatchie County, Tennessee",47153,2020,17.20%,"2,560",22.70%,650,$3.60 
TN,"Sevier County, Tennessee",47155,2020,15.00%,"14,660",18.60%,"3,750",$3.54 
TN,"Shelby County, Tennessee",47157,2020,13.70%,"128,190",27.00%,"63,280",$3.39 
TN,"Smith County, Tennessee",47159,2020,13.10%,"2,610",14.40%,650,$3.07 
TN,"Stewart County, Tennessee",47161,2020,13.30%,"1,810",16.10%,460,$3.34 
TN,"Sullivan County, Tennessee",47163,2020,14.80%,"23,290",17.70%,"5,400",$3.36 
TN,"Sumner County, Tennessee",47165,2020,10.70%,"20,020",12.20%,"5,400",$3.45 
TN,"Tipton County, Tennessee",47167,2020,11.70%,"7,180",16.20%,"2,430",$3.35 
TN,"Trousdale County, Tennessee",47169,2020,10.90%,"1,190",12.40%,250,$3.07 
TN,"Unicoi County, Tennessee",47171,2020,16.10%,"2,880",18.90%,550,$3.31 
TN,"Union County, Tennessee",47173,2020,15.50%,"3,060",18.60%,800,$3.34 
TN,"Van Buren County, Tennessee",47175,2020,16.70%,970,18.10%,200,$3.13 
TN,"Warren County, Tennessee",47177,2020,17.00%,"6,960",21.60%,"2,090",$3.07 
TN,"Washington County, Tennessee",47179,2020,13.80%,"17,800",14.20%,"3,500",$3.30 
TN,"Wayne County, Tennessee",47181,2020,14.30%,"2,380",16.40%,470,$3.10 
TN,"Weakley County, Tennessee",47183,2020,14.90%,"4,990",18.40%,"1,190",$3.02 
TN,"White County, Tennessee",47185,2020,13.70%,"3,710",14.40%,850,$3.11 
TN,"Williamson County, Tennessee",47187,2020,6.10%,"14,280",2.30%,"1,450",$3.96 
TN,"Wilson County, Tennessee",47189,2020,9.70%,"13,650",9.70%,"3,240",$3.65 
TX,"Anderson County, Texas",48001,2020,13.90%,"8,060",22.10%,"2,450",$2.91 
TX,"Andrews County, Texas",48003,2020,12.00%,"2,200",18.20%,"1,020",$3.24 
TX,"Angelina County, Texas",48005,2020,17.40%,"15,170",25.70%,"5,710",$2.89 
TX,"Aransas County, Texas",48007,2020,18.60%,"4,500",27.60%,"1,340",$3.10 
TX,"Archer County, Texas",48009,2020,13.70%,"1,200",15.80%,300,$3.08 
TX,"Armstrong County, Texas",48011,2020,10.50%,210,12.40%,60,$2.96 
TX,"Atascosa County, Texas",48013,2020,11.60%,"5,830",17.70%,"2,410",$2.74 
TX,"Austin County, Texas",48015,2020,13.50%,"4,030",19.00%,"1,360",$3.06 
TX,"Bailey County, Texas",48017,2020,10.20%,710,13.90%,270,$3.29 
TX,"Bandera County, Texas",48019,2020,14.90%,"3,400",20.60%,780,$3.32 
TX,"Bastrop County, Texas",48021,2020,12.00%,"10,440",17.80%,"3,940",$3.17 
TX,"Baylor County, Texas",48023,2020,15.70%,560,16.70%,130,$3.08 
TX,"Bee County, Texas",48025,2020,16.90%,"5,500",27.00%,"1,880",$2.82 
TX,"Bell County, Texas",48027,2020,15.10%,"53,820",24.40%,"24,020",$2.75 
TX,"Bexar County, Texas",48029,2020,14.60%,"288,320",22.30%,"112,810",$2.81 
TX,"Blanco County, Texas",48031,2020,12.90%,"1,510",15.50%,320,$2.50 
TX,"Borden County, Texas",48033,2020,11.70%,80,16.40%,30,$2.95 
TX,"Bosque County, Texas",48035,2020,15.50%,"2,850",21.80%,850,$2.99 
TX,"Bowie County, Texas",48037,2020,16.00%,"14,990",24.50%,"5,430",$2.90 
TX,"Brazoria County, Texas",48039,2020,11.60%,"42,840",16.80%,"16,310",$2.95 
TX,"Brazos County, Texas",48041,2020,15.00%,"34,030",19.00%,"8,870",$2.83 
TX,"Brewster County, Texas",48043,2020,15.80%,"1,460",17.30%,310,$2.82 
TX,"Briscoe County, Texas",48045,2020,15.40%,210,17.70%,40,$2.94 
TX,"Brooks County, Texas",48047,2020,23.90%,"1,700",39.80%,660,$2.92 
TX,"Brown County, Texas",48049,2020,15.00%,"5,680",20.20%,"1,660",$3.00 
TX,"Burleson County, Texas",48051,2020,13.40%,"2,440",19.30%,770,$2.83 
TX,"Burnet County, Texas",48053,2020,12.10%,"5,760",16.00%,"1,600",$3.07 
TX,"Caldwell County, Texas",48055,2020,13.90%,"5,930",19.80%,"2,030",$3.08 
TX,"Calhoun County, Texas",48057,2020,12.00%,"2,580",16.80%,870,$2.92 
TX,"Callahan County, Texas",48059,2020,13.90%,"1,940",17.90%,550,$2.97 
TX,"Cameron County, Texas",48061,2020,17.90%,"75,390",28.30%,"36,370",$2.45 
TX,"Camp County, Texas",48063,2020,16.70%,"2,160",25.80%,880,$2.73 
TX,"Carson County, Texas",48065,2020,11.00%,660,14.10%,200,$3.21 
TX,"Cass County, Texas",48067,2020,17.40%,"5,230",26.40%,"1,770",$2.98 
TX,"Castro County, Texas",48069,2020,10.90%,820,15.70%,340,$2.94 
TX,"Chambers County, Texas",48071,2020,14.50%,"6,170",18.50%,"2,220",$2.98 
TX,"Cherokee County, Texas",48073,2020,14.60%,"7,630",22.00%,"2,920",$2.93 
TX,"Childress County, Texas",48075,2020,13.70%,990,16.70%,230,$3.01 
TX,"Clay County, Texas",48077,2020,15.10%,"1,580",18.00%,380,$3.08 
TX,"Cochran County, Texas",48079,2020,19.00%,540,26.00%,200,$3.01 
TX,"Coke County, Texas",48081,2020,15.50%,510,19.70%,140,$2.81 
TX,"Coleman County, Texas",48083,2020,16.60%,"1,370",19.90%,360,$3.00 
TX,"Collin County, Texas",48085,2020,10.90%,"109,310",11.90%,"31,040",$3.41 
TX,"Collingsworth County, Texas",48087,2020,15.40%,450,21.40%,160,$3.01 
TX,"Colorado County, Texas",48089,2020,11.20%,"2,390",17.60%,880,$2.80 
TX,"Comal County, Texas",48091,2020,12.10%,"17,960",14.70%,"4,920",$3.19 
TX,"Comanche County, Texas",48093,2020,14.50%,"1,970",20.50%,620,$2.84 
TX,"Concho County, Texas",48095,2020,13.80%,420,24.80%,130,$2.81 
TX,"Cooke County, Texas",48097,2020,14.80%,"5,980",21.10%,"2,030",$3.12 
TX,"Coryell County, Texas",48099,2020,15.20%,"11,480",21.40%,"3,680",$2.80 
TX,"Cottle County, Texas",48101,2020,19.50%,320,26.60%,120,$3.01 
TX,"Crane County, Texas",48103,2020,10.40%,490,17.40%,260,$2.82 
TX,"Crockett County, Texas",48105,2020,14.50%,490,25.10%,200,$2.81 
TX,"Crosby County, Texas",48107,2020,15.80%,910,22.90%,340,$3.24 
TX,"Culberson County, Texas",48109,2020,19.80%,430,36.40%,210,$2.96 
TX,"Dallam County, Texas",48111,2020,12.00%,870,15.80%,370,$2.84 
TX,"Dallas County, Texas",48113,2020,14.20%,"373,560",23.50%,"161,260",$3.18 
TX,"Dawson County, Texas",48115,2020,18.10%,"2,330",26.50%,880,$3.24 
TX,"Deaf Smith County, Texas",48117,2020,10.80%,"2,000",17.00%,990,$3.39 
TX,"Delta County, Texas",48119,2020,16.50%,870,20.60%,250,$2.91 
TX,"Denton County, Texas",48121,2020,11.20%,"96,610",13.10%,"27,910",$3.38 
TX,"DeWitt County, Texas",48123,2020,15.60%,"3,150",21.20%,970,$2.73 
TX,"Dickens County, Texas",48125,2020,16.20%,350,19.70%,90,$3.24 
TX,"Dimmit County, Texas",48127,2020,23.10%,"2,370",33.00%,960,$2.24 
TX,"Donley County, Texas",48129,2020,12.50%,420,17.10%,110,$3.21 
TX,"Duval County, Texas",48131,2020,17.90%,"2,000",29.80%,860,$2.85 
TX,"Eastland County, Texas",48133,2020,17.90%,"3,280",23.10%,890,$2.84 
TX,"Ector County, Texas",48135,2020,14.30%,"23,160",22.20%,"10,920",$2.82 
TX,"Edwards County, Texas",48137,2020,12.30%,240,18.60%,80,$2.40 
TX,"Ellis County, Texas",48139,2020,11.10%,"19,920",16.30%,"7,780",$3.08 
TX,"El Paso County, Texas",48141,2020,15.10%,"126,370",23.80%,"54,200",$2.96 
TX,"Erath County, Texas",48143,2020,13.80%,"5,840",16.60%,"1,460",$2.84 
TX,"Falls County, Texas",48145,2020,18.30%,"3,160",27.20%,"1,000",$2.70 
TX,"Fannin County, Texas",48147,2020,13.90%,"4,880",16.50%,"1,220",$3.05 
TX,"Fayette County, Texas",48149,2020,12.40%,"3,130",15.80%,810,$3.08 
TX,"Fisher County, Texas",48151,2020,13.70%,520,17.90%,150,$2.97 
TX,"Floyd County, Texas",48153,2020,13.00%,750,20.10%,310,$2.94 
TX,"Foard County, Texas",48155,2020,12.70%,150,15.50%,30,$3.01 
TX,"Fort Bend County, Texas",48157,2020,10.20%,"80,400",15.20%,"33,050",$3.16 
TX,"Franklin County, Texas",48159,2020,12.00%,"1,290",16.50%,420,$2.73 
TX,"Freestone County, Texas",48161,2020,17.00%,"3,360",22.80%,"1,020",$2.89 
TX,"Frio County, Texas",48163,2020,14.50%,"2,910",22.30%,"1,050",$2.49 
TX,"Gaines County, Texas",48165,2020,13.40%,"2,820",16.00%,"1,210",$3.24 
TX,"Galveston County, Texas",48167,2020,14.10%,"47,740",19.70%,"16,100",$3.07 
TX,"Garza County, Texas",48169,2020,16.90%,"1,020",27.60%,230,$3.24 
TX,"Gillespie County, Texas",48171,2020,13.00%,"3,470",18.00%,960,$2.50 
TX,"Glasscock County, Texas",48173,2020,13.30%,190,14.00%,40,$2.95 
TX,"Goliad County, Texas",48175,2020,14.10%,"1,070",18.70%,300,$2.82 
TX,"Gonzales County, Texas",48177,2020,13.10%,"2,740",19.90%,"1,120",$2.79 
TX,"Gray County, Texas",48179,2020,15.70%,"3,470",20.60%,"1,160",$3.21 
TX,"Grayson County, Texas",48181,2020,14.60%,"19,450",19.50%,"6,170",$2.92 
TX,"Gregg County, Texas",48183,2020,16.80%,"20,810",25.40%,"8,110",$2.93 
TX,"Grimes County, Texas",48185,2020,15.00%,"4,270",24.30%,"1,540",$3.33 
TX,"Guadalupe County, Texas",48187,2020,11.10%,"18,060",16.20%,"6,620",$3.13 
TX,"Hale County, Texas",48189,2020,14.00%,"4,680",20.70%,"1,880",$2.94 
TX,"Hall County, Texas",48191,2020,17.00%,510,23.40%,160,$3.21 
TX,"Hamilton County, Texas",48193,2020,17.10%,"1,440",19.10%,340,$2.84 
TX,"Hansford County, Texas",48195,2020,11.10%,600,14.70%,240,$2.80 
TX,"Hardeman County, Texas",48197,2020,15.20%,600,19.20%,150,$3.01 
TX,"Hardin County, Texas",48199,2020,16.10%,"9,210",20.30%,"2,870",$2.93 
TX,"Harris County, Texas",48201,2020,14.90%,"695,310",23.70%,"295,900",$3.06 
TX,"Harrison County, Texas",48203,2020,16.00%,"10,630",24.00%,"4,030",$2.97 
TX,"Hartley County, Texas",48205,2020,10.90%,610,14.30%,170,$2.84 
TX,"Haskell County, Texas",48207,2020,15.30%,870,18.30%,190,$2.97 
TX,"Hays County, Texas",48209,2020,12.00%,"26,660",14.80%,"7,580",$3.10 
TX,"Hemphill County, Texas",48211,2020,12.90%,500,17.60%,200,$3.21 
TX,"Henderson County, Texas",48213,2020,16.70%,"13,710",24.00%,"4,190",$3.10 
TX,"Hidalgo County, Texas",48215,2020,19.10%,"164,720",29.70%,"83,470",$2.46 
TX,"Hill County, Texas",48217,2020,14.90%,"5,370",20.60%,"1,730",$2.99 
TX,"Hockley County, Texas",48219,2020,14.70%,"3,390",20.90%,"1,260",$3.01 
TX,"Hood County, Texas",48221,2020,13.00%,"7,780",16.00%,"2,020",$3.11 
TX,"Hopkins County, Texas",48223,2020,14.10%,"5,170",17.90%,"1,620",$2.91 
TX,"Houston County, Texas",48225,2020,16.90%,"3,880",26.80%,"1,200",$2.73 
TX,"Howard County, Texas",48227,2020,16.10%,"5,840",22.50%,"1,790",$2.95 
TX,"Hudspeth County, Texas",48229,2020,18.10%,850,27.40%,310,$2.96 
TX,"Hunt County, Texas",48231,2020,15.20%,"14,620",20.70%,"4,750",$2.87 
TX,"Hutchinson County, Texas",48233,2020,14.90%,"3,140",19.10%,"1,010",$3.24 
TX,"Irion County, Texas",48235,2020,13.10%,200,17.80%,60,$2.81 
TX,"Jack County, Texas",48237,2020,15.90%,"1,420",21.10%,390,$2.93 
TX,"Jackson County, Texas",48239,2020,14.80%,"2,190",18.90%,720,$2.60 
TX,"Jasper County, Texas",48241,2020,19.60%,"6,970",29.40%,"2,500",$2.90 
TX,"Jeff Davis County, Texas",48243,2020,15.70%,350,31.40%,100,$2.82 
TX,"Jefferson County, Texas",48245,2020,18.20%,"46,070",31.80%,"19,360",$2.81 
TX,"Jim Hogg County, Texas",48247,2020,19.70%,"1,020",34.90%,630,$2.85 
TX,"Jim Wells County, Texas",48249,2020,18.20%,"7,420",31.30%,"3,560",$2.85 
TX,"Johnson County, Texas",48251,2020,12.90%,"22,190",16.80%,"7,450",$3.03 
