2 pager title,category,topic_area,variable_name,user_friendly_variable_name,variable_definition,periodicity,aggregation_method,source,url,last_update_date,general_comments
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 44511 Supermarkets and other grocery stores,"Wage, average weekly, NAICS 44511 Supermarkets and other grocery stores",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 44512 Convenience stores,"Wage, average weekly, NAICS 44512 Convenience stores",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 4452 Specialty food stores,"Wage, average weekly, NAICS 4452 Specialty food stores",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,"annual_avg_wkly_wage_NAICS 4453 Beer, wine, and liquor stores","Wage, average weekly, NAICS 4453 Beer, wine, and liquor stores",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 484 Truck transportation,"Wage, average weekly, NAICS 484 Truck transportation",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 493 Warehousing and storage,"Wage, average weekly, NAICS 493 Warehousing and storage",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 722 Food services and drinking places,"Wage, average weekly, NAICS 722 Food services and drinking places",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 7223 Special food services,"Wage, average weekly, NAICS 7223 Special food services",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 722320 Caterers,"Wage, average weekly, NAICS 722320 Caterers",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 722330 Mobile food services,"Wage, average weekly, NAICS 722330 Mobile food services",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,"annual_avg_wkly_wage_NAICS 7224 Drinking places, alcoholic beverages","Wage, average weekly, NAICS 7224 Drinking places, alcoholic beverages",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 7225 Restaurants and other eating places,"Wage, average weekly, NAICS 7225 Restaurants and other eating places",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 722511 Full-service restaurants,"Wage, average weekly, NAICS 722511 Full-service restaurants",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 111 Crop production,"Location quotient, NAICS 111 Crop production",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 112 Animal production and aquaculture,"Location quotient, NAICS 112 Animal production and aquaculture",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,"lq_annual_avg_emplvl_NAICS 114 Fishing, hunting and trapping","Location quotient, NAICS 114 Fishing, hunting and trapping",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 115 Agriculture and forestry support activities,"Location quotient, NAICS 115 Agriculture and forestry support activities",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 311 Food manufacturing,"Location quotient, NAICS 311 Food manufacturing",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3111 Animal food manufacturing,"Location quotient, NAICS 3111 Animal food manufacturing",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3112 Grain and oilseed milling,"Location quotient, NAICS 3112 Grain and oilseed milling",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3113 Sugar and confectionery product manufacturing,"Location quotient, NAICS 3113 Sugar and confectionery product manufacturing",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3114 Fruit and vegetable preserving and specialty,"Location quotient, NAICS 3114 Fruit and vegetable preserving and specialty",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3115 Dairy product manufacturing,"Location quotient, NAICS 3115 Dairy product manufacturing",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3116 Animal slaughtering and processing,"Location quotient, NAICS 3116 Animal slaughtering and processing",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3117 Seafood product preparation and packaging,"Location quotient, NAICS 3117 Seafood product preparation and packaging",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3118 Bakeries and tortilla manufacturing,"Location quotient, NAICS 3118 Bakeries and tortilla manufacturing",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 311811 Retail bakeries,"Location quotient, NAICS 311811 Retail bakeries",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3119 Other food manufacturing,"Location quotient, NAICS 3119 Other food manufacturing",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3121 Beverage manufacturing,"Location quotient, NAICS 3121 Beverage manufacturing",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3122 Tobacco manufacturing,"Location quotient, NAICS 3122 Tobacco manufacturing",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 32532 Pesticide and other ag. chemical mfg.,"Location quotient, NAICS 32532 Pesticide and other ag. chemical mfg.",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 33311 Agricultural implement manufacturing,"Location quotient, NAICS 33311 Agricultural implement manufacturing",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 4244 Grocery and related product wholesalers,"Location quotient, NAICS 4244 Grocery and related product wholesalers",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 4245 Farm product raw material merch. whls.,"Location quotient, NAICS 4245 Farm product raw material merch. whls.",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 4248 Alcoholic beverage merchant wholesalers,"Location quotient, NAICS 4248 Alcoholic beverage merchant wholesalers",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 42491 Farm supplies merchant wholesalers,"Location quotient, NAICS 42491 Farm supplies merchant wholesalers",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 445 Food and beverage stores,"Location quotient, NAICS 445 Food and beverage stores",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 4451 Grocery stores,"Location quotient, NAICS 4451 Grocery stores",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 44511 Supermarkets and other grocery stores,"Location quotient, NAICS 44511 Supermarkets and other grocery stores",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 44512 Convenience stores,"Location quotient, NAICS 44512 Convenience stores",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 4452 Specialty food stores,"Location quotient, NAICS 4452 Specialty food stores",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,"lq_annual_avg_emplvl_NAICS 4453 Beer, wine, and liquor stores","Location quotient, NAICS 4453 Beer, wine, and liquor stores",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 484 Truck transportation,"Location quotient, NAICS 484 Truck transportation",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 493 Warehousing and storage,"Location quotient, NAICS 493 Warehousing and storage",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 722 Food services and drinking places,"Location quotient, NAICS 722 Food services and drinking places",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 7223 Special food services,"Location quotient, NAICS 7223 Special food services",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 722320 Caterers,"Location quotient, NAICS 722320 Caterers",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 722330 Mobile food services,"Location quotient, NAICS 722330 Mobile food services",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,"lq_annual_avg_emplvl_NAICS 7224 Drinking places, alcoholic beverages","Location quotient, NAICS 7224 Drinking places, alcoholic beverages",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 7225 Restaurants and other eating places,"Location quotient, NAICS 7225 Restaurants and other eating places",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 722511 Full-service restaurants,"Location quotient, NAICS 722511 Full-service restaurants",Location quotient of annual average employment relative to the U.S. (Rounded to the hundredths place),yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,number_male_farmers_ranchers_ag_managers,"Farmers, ranchers, ag managers, number male",Number of workers,yearly ,"county, state, US","U.S.Census Bureau American Community Survey Table, B24010, SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER, 2019 1-year estimate",https://data.census.gov/cedsci/table?q=B24010,,
Labor,Labor,Employment,number_male_food_preparation_serving_occupations,"Food preparation, serving occupations, number male",Number of workers,yearly ,"county, state, US","U.S.Census Bureau American Community Survey Table, B24010, SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER, 2019 1-year estimate",https://data.census.gov/cedsci/table?q=B24010,,
Labor,Labor,Employment,number_male_farming_fishing_forestry_occupations,"Farming, fishing, forestry occupations, number male",Number of workers,yearly ,"county, state, US","U.S.Census Bureau American Community Survey Table, B24010, SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER, 2019 1-year estimate",https://data.census.gov/cedsci/table?q=B24010,,
Labor,Labor,Employment,number_female_farmers_ranchers_ag_managers,"Farmers, ranchers, ag managers, number female",Number of workers,yearly ,"county, state, US","U.S.Census Bureau American Community Survey Table, B24010, SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER, 2019 1-year estimate",https://data.census.gov/cedsci/table?q=B24010,,
Labor,Labor,Employment,number_female_food_preparation_serving_occupations,"Food preparation, serving occupations, number female",Number of workers,yearly ,"county, state, US","U.S.Census Bureau American Community Survey Table, B24010, SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER, 2019 1-year estimate",https://data.census.gov/cedsci/table?q=B24010,,
Labor,Labor,Employment,number_female_farming_fishing_forestry_occupations,"Farming, fishing, and forestry occupations, number female",Number of workers,yearly ,"county, state, US","U.S.Census Bureau American Community Survey Table, B24010, SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER, 2019 1-year estimate",https://data.census.gov/cedsci/table?q=B24010,,
Labor,Labor,Wages,median_earnings_food_preparation_serving_male,"Median earnings, food preparation, serving occupations, male","Median earnings (dollars) for male, Civilian employed population 16 years and over with earnings, Food preparation and serving related occupations",yearly ,"county, state, US","U.S. Bureau of Labor Statistics, American Community Survey, S2411  OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","https://data.census.gov/cedsci/table?q=S2411%3A%20OCCUPATION%20BY%20SEX%20AND%20MEDIAN%20EARNINGS%20IN%20THE%20PAST%2012%20MONTHS%20%28IN%202019%20INFLATION-ADJUSTED%20DOLLARS%29%20FOR%20THE%20CIVILIAN%20EMPLOYED%20POPULATION%2016%20YEARS%20AND%20OVER&g=0100000US,%240500000&y=2020&tid=ACSST5Y2020.S2411",,
Labor,Labor,Wages,median_earnings_farming_fishing_male,"Median earnings, farming and fishing occupations, male","Median earnings (dollars) for male, Civilian employed population 16 years and over with earnings, Farming, fishing, and forestry occupations",yearly ,"county, state, US","U.S. Bureau of Labor Statistics, American Community Survey, S2411  OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","https://data.census.gov/cedsci/table?q=S2411%3A%20OCCUPATION%20BY%20SEX%20AND%20MEDIAN%20EARNINGS%20IN%20THE%20PAST%2012%20MONTHS%20%28IN%202019%20INFLATION-ADJUSTED%20DOLLARS%29%20FOR%20THE%20CIVILIAN%20EMPLOYED%20POPULATION%2016%20YEARS%20AND%20OVER&g=0100000US,%240500000&y=2020&tid=ACSST5Y2020.S2411",,
Labor,Labor,Wages,median_earnings_food_preparation_serving_female,"Median earnings, food preparation, serving occupations, female","Median earnings (dollars) for female, Civilian employed population 16 years and over with earnings, Food preparation and serving related occupations",yearly ,"county, state, US","U.S. Bureau of Labor Statistics, American Community Survey, S2411  OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","https://data.census.gov/cedsci/table?q=S2411%3A%20OCCUPATION%20BY%20SEX%20AND%20MEDIAN%20EARNINGS%20IN%20THE%20PAST%2012%20MONTHS%20%28IN%202019%20INFLATION-ADJUSTED%20DOLLARS%29%20FOR%20THE%20CIVILIAN%20EMPLOYED%20POPULATION%2016%20YEARS%20AND%20OVER&g=0100000US,%240500000&y=2020&tid=ACSST5Y2020.S2411",,
Labor,Labor,Wages,median_earnings_farming_fishing_female,"Median earnings, farming and fishing occupations, female","Median earnings (dollars) for female, Civilian employed population 16 years and over with earnings, Farming, fishing, and forestry occupations",yearly ,"county, state, US","U.S. Bureau of Labor Statistics, American Community Survey, S2411  OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","https://data.census.gov/cedsci/table?q=S2411%3A%20OCCUPATION%20BY%20SEX%20AND%20MEDIAN%20EARNINGS%20IN%20THE%20PAST%2012%20MONTHS%20%28IN%202019%20INFLATION-ADJUSTED%20DOLLARS%29%20FOR%20THE%20CIVILIAN%20EMPLOYED%20POPULATION%2016%20YEARS%20AND%20OVER&g=0100000US,%240500000&y=2020&tid=ACSST5Y2020.S2411",,
Labor,Labor,Wages,median_earnings_food_preparation_serving_female_percent_male,"Median earnings, food preparation, serving occupations, female earnings as a percent of male","Women's earnings as a percentage of men's earning, Civilian employed population 16 years and over with earnings, Food preparation and serving related occupations",yearly ,"county, state, US","U.S. Bureau of Labor Statistics, American Community Survey, S2411  OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","https://data.census.gov/cedsci/table?q=S2411%3A%20OCCUPATION%20BY%20SEX%20AND%20MEDIAN%20EARNINGS%20IN%20THE%20PAST%2012%20MONTHS%20%28IN%202019%20INFLATION-ADJUSTED%20DOLLARS%29%20FOR%20THE%20CIVILIAN%20EMPLOYED%20POPULATION%2016%20YEARS%20AND%20OVER&g=0100000US,%240500000&y=2020&tid=ACSST5Y2020.S2411",,
