2 pager title,category,topic_area,variable_name,user_friendly_variable_name,variable_definition,periodicity,aggregation_method,format,source,url,last_update_date,general_comments,Libby notes
Community wealth,Community Characteristics,Financial,pc1f,Financial capital - financial solvency,Financial capital - financial solvency,NA,Unitless,number,Derived in Schmitt et al. (2021),https://github.com/schmi-ny/County-Level-Community-Capital-Stocks ,9/23/22,"Derived from a principal component analysis of financial capital data including localgovfin_07, localgovfin_12, owner_occupied_2010, owner_occupied_2012, if multiple years, derived from most recent data",
Community wealth,Institutions,Population,ed_attain,"Education, percent of adult population with at least a Bachelor's degree",Percent of adult population with at least a Bachelor's degree,Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, table S1501",https://www.census.gov/acs/www/data/data-tables-and-tools/subject-tables/,9/23/22,,Changed category
Community wealth,Demographics,Population,health_factors,Health Factors Z-Score,Health Factors Z-Score,Yearly,Unitless,number,"Robert Wood Johnson Foundation, County Health Rankings ",https://www.countyhealthrankings.org/explore-health-rankings/rankings-data-documentation/national-data-documentation-2010-2019,9/23/22,,Added category
Community wealth,Demographics,Population,health_outcomes,Health Outcome Z-Score,Health Outcome Z-Score,Yearly,Unitless,number,"Robert Wood Johnson Foundation, County Health Rankings ",https://www.countyhealthrankings.org/explore-health-rankings/rankings-data-documentation/national-data-documentation-2010-2019,9/23/22,,Added category
Community wealth,Food Access,Food Insecurity,food_secure,"Food secure, percent",Percent of population food secure,Yearly,Percent,percent,Feeding America Map the Meal Gap,https://www.feedingamerica.org/research/map-the-meal-gap/by-county ,9/23/22,Data obtained through a data request,Changed category
Community wealth,Demographics,Population,insured,"Insured, percent",Percent of population with health insurance,Yearly,Percent,percent,"Robert Wood Johnson Foundation, County Health Rankings ",https://www.countyhealthrankings.org/explore-health-rankings/rankings-data-documentation/national-data-documentation-2010-2019,9/23/22,,Added category
Community wealth,Community Characteristics,Community Resources,primary_care,"Primary care physicians per 10,000 population","Number of primary care physicians per 10,000 population",Yearly,"#/10,000",number,"Robert Wood Johnson Foundation, County Health Rankings ",https://www.countyhealthrankings.org/explore-health-rankings/rankings-data-documentation/national-data-documentation-2010-2019,9/23/22,,
Community wealth,Community Characteristics,Population,pc1h_healtheducation,Human capital – health-related aspects,"Constructed index dervived from a prinicipal component analysis of human capital data including educational attinment, health facor and outcome score from the Robert Wood Johnson Foundation",NA,Unitless,number,Derived in Schmitt et al. (2021),https://github.com/schmi-ny/County-Level-Community-Capital-Stocks ,9/23/22,"Derived from a principal component analysis of human capital data including ed_attain_10, ed_attain_15, health_factors, health_outcomes, rood_secure_rev, food_secure_10, insured_13, insured_10,  primary_care_17,  primary_care_10, if multiple years, derived from most recent data",Changed definition
Community wealth,Community Characteristics,Population,pc2h_medicalfoodsecurity,Human capital – food and health security,"Constructed index dervived from a prinicipal component analysis of human capital data including percent of population food secure, percent of population with health insurance, and number of primary care phsyicans per 10,000.",NA,Unitless,number,Derived in Schmitt et al. (2021),https://github.com/schmi-ny/County-Level-Community-Capital-Stocks ,9/23/22,"Derived from a principal component analysis of human capital data including ed_attain_10, ed_attain_15, health_factors, health_outcomes, rood_secure_rev, food_secure_10, insured_13, insured_10,  primary_care_17,  primary_care_10, if multiple years, derived from most recent data",Changed definition
Community wealth,Community Characteristics,Natural,natamen_scale,Natural Amenities Scale,Natural Amenities Scale,NA,Unitless,number,"McGranahan, D., 1999. Natural Amenities Scale. U.S. Department of Agriculture, Economic Research Service ",https://www.ers.usda.gov/data-products/natural-amenities-scale/,9/23/22,,
Community wealth,Community Characteristics,Agriculture,prime_farmland,"Farmland, percent of farmland acres designated as prime farmland","Percent of farmland acres designated as prime farmland, 2012",Yearly,Percent,percent,"U.S. Department of Agriculture, Natural Resource Conservation Service (USDA NRCS). 2012. National Resources Inventory ",https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/technical/nra/nri/,9/23/22,,
Community wealth,Community Characteristics,Natural,conserve_acre,"Conservation easement, percent of total acres","Percent of total acres with conservation easement, 2016",Yearly,Percent,percent,"National Conservation Easement Database (NCED), 2016. ",https://www.conservationeasement.us/,9/23/22,,
Community wealth,Community Characteristics,Natural,acre_FSA,"Conservation-related programs and woodlands, percent of total acres",Percent of total acres in conservation-related programs and woodlands,Yearly,Percent,percent,"U.S. Department of Agriculture, Farm Service Agency (USDA FSA). 2017. FSA Crop Acreage Data ",https://www.fsa.usda.gov/news-room/efoia/electronic-reading-room/frequently-requested-information/crop-acreage-data/index,9/23/22,,
Community wealth,Community Characteristics,Natural,acre_NFS,"National Forests, percent of total acres",Percent of total acres in National Forests,Yearly,Percent,percent,U.S. Forest Service (USFS). 2017. Land areas of the National Forest System. FS-383. ,https://www.fs.fed.us/land/staff/lar/LAR2017/LAR_Book_FY2017.pdf,9/23/22,,
Community wealth,Community Characteristics,Natural,pc1n_naturalamenitiesconservation,Natural capital - natural amenity scale and share of acres in National Forest,Constructed index dervived from a prinicipal component analysis including natural amenity scale and share of acres in National Forest,NA,Unitless,number,Derived in Schmitt et al. (2021),https://github.com/schmi-ny/County-Level-Community-Capital-Stocks ,9/23/22,"Derived from a principal component analysis natural capital data including natamen_scale, prime_farmland, conserve_acre, acre_FSA, acre_NFS",Changed definition
Community wealth,Community Characteristics,Natural,pc2n_farmland,Natural capital - prime farmland,Constructed index dervived from a prinicipal component analysis including prime farmland,NA,Unitless,number,Derived in Schmitt et al. (2021),https://github.com/schmi-ny/County-Level-Community-Capital-Stocks ,9/23/22,"Derived from a principal component analysis natural capital data including natamen_scale, prime_farmland, conserve_acre, acre_FSA, acre_NFS",Changed definition
Community wealth,Community Characteristics,Community Resources,assn,"Social establishments per 1,000 population","Number of social establishments per 1,000 population",Yearly,"#/1,000",number,"Rupasingha, Goetz, and Freshwater (2006) and 2017 data updates",https://aese.psu.edu/nercrd/community/social-capital-resources,9/23/22,,
Community wealth,Community Characteristics,Population,pvote,"Voting, percent of eligible voters that voted",Percent of eligible voters that voted,Yearly,Percent,percent,"Rupasingha, Goetz, and Freshwater (2006) and 2017 data updates",https://aese.psu.edu/nercrd/community/social-capital-resources,9/23/22,,
Community wealth,Community Characteristics,Population,respn,"U.S. Population Census response rate, percent","U.S. Population Census response rate, percent",Yearly,Percent,percent,"Rupasingha, Goetz, and Freshwater (2006) and 2017 data updates",https://aese.psu.edu/nercrd/community/social-capital-resources,9/23/22,,
Community wealth,Community Characteristics,Community Resources,nccs,"Nonprofit organizations per 1,000 population","Number of nonprofit organizations per 1,000 population",Yearly,"#/1,000",number,"Rupasingha, Goetz, and Freshwater (2006) and 2017 data updates",https://aese.psu.edu/nercrd/community/social-capital-resources,9/23/22,,
Community wealth,Community Characteristics,Community Resources,pc1s_nonprofitsocialindustries,Social capital - Social establishments and nonprofits,Constructed index dervived from a prinicipal component analysis including  number of social establishments and nonprofits per capita,NA,Unitless,number,Derived in Schmitt et al. (2021),https://github.com/schmi-ny/County-Level-Community-Capital-Stocks ,9/23/22,"Derived from a principal component analysis of social-political capital including nccs09, nccs14, pvote08, pvote12, respn10, assn09, assn14, if multiple years, derived from most recent data",Changed variable name and definition
Community wealth,Community Characteristics,Population,pc2s_publicvoiceparticipation,Social capital - Public voice and participation ,Constructed index dervived from a prinicipal component analysis including public voice and participation ,NA,Unitless,number,Derived in Schmitt et al. (2021),https://github.com/schmi-ny/County-Level-Community-Capital-Stocks ,9/23/22,"Derived from a principal component analysis of social-political capital including nccs09, nccs14, pvote08, pvote12, respn10, assn09, assn14, if multiple years, derived from most recent data",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 111 Crop production,"Wages, total annual, NAICS 111 Crop production",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 112 Animal production and aquaculture,"Wages, total annual, NAICS 112 Animal production and aquaculture",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,"total_annual_wages_NAICS 114 Fishing, hunting and trapping","Wages, total annual, NAICS 114 Fishing, hunting and trapping",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 115 Agriculture and forestry support activities,"Wages, total annual, NAICS 115 Agriculture and forestry support activities",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 311 Food manufacturing,"Wages, total annual, NAICS 311 Food manufacturing",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 3111 Animal food manufacturing,"Wages, total annual, NAICS 3111 Animal food manufacturing",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 3112 Grain and oilseed milling,"Wages, total annual, NAICS 3112 Grain and oilseed milling",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 3113 Sugar and confectionery product manufacturing,"Wages, total annual, NAICS 3113 Sugar and confectionery product manufacturing",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 3114 Fruit and vegetable preserving and specialty,"Wages, total annual, NAICS 3114 Fruit and vegetable preserving and specialty",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 3115 Dairy product manufacturing,"Wages, total annual, NAICS 3115 Dairy product manufacturing",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 3116 Animal slaughtering and processing,"Wages, total annual, NAICS 3116 Animal slaughtering and processing",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 3117 Seafood product preparation and packaging,"Wages, total annual, NAICS 3117 Seafood product preparation and packaging",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 3118 Bakeries and tortilla manufacturing,"Wages, total annual, NAICS 3118 Bakeries and tortilla manufacturing",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 311811 Retail bakeries,"Wages, total annual, NAICS 311811 Retail bakeries",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 3119 Other food manufacturing,"Wages, total annual, NAICS 3119 Other food manufacturing",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 3121 Beverage manufacturing,"Wages, total annual, NAICS 3121 Beverage manufacturing",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 3122 Tobacco manufacturing,"Wages, total annual, NAICS 3122 Tobacco manufacturing",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 32532 Pesticide and other ag. chemical mfg.,"Wages, total annual, NAICS 32532 Pesticide and other ag. chemical mfg.",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 33311 Agricultural implement manufacturing,"Wages, total annual, NAICS 33311 Agricultural implement manufacturing",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 4244 Grocery and related product wholesalers,"Wages, total annual, NAICS 4244 Grocery and related product wholesalers",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 4245 Farm product raw material merch. whls.,"Wages, total annual, NAICS 4245 Farm product raw material merch. whls.",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 4248 Alcoholic beverage merchant wholesalers,"Wages, total annual, NAICS 4248 Alcoholic beverage merchant wholesalers",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 42491 Farm supplies merchant wholesalers,"Wages, total annual, NAICS 42491 Farm supplies merchant wholesalers",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 445 Food and beverage stores,"Wages, total annual, NAICS 445 Food and beverage stores",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 4451 Grocery stores,"Wages, total annual, NAICS 4451 Grocery stores",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 44511 Supermarkets and other grocery stores,"Wages, total annual, NAICS 44511 Supermarkets and other grocery stores",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 44512 Convenience stores,"Wages, total annual, NAICS 44512 Convenience stores",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 4452 Specialty food stores,"Wages, total annual, NAICS 4452 Specialty food stores",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,"total_annual_wages_NAICS 4453 Beer, wine, and liquor stores","Wages, total annual, NAICS 4453 Beer, wine, and liquor stores",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 484 Truck transportation,"Wages, total annual, NAICS 484 Truck transportation",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 493 Warehousing and storage,"Wages, total annual, NAICS 493 Warehousing and storage",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 722 Food services and drinking places,"Wages, total annual, NAICS 722 Food services and drinking places",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 7223 Special food services,"Wages, total annual, NAICS 7223 Special food services",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 722320 Caterers,"Wages, total annual, NAICS 722320 Caterers",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 722330 Mobile food services,"Wages, total annual, NAICS 722330 Mobile food services",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,"total_annual_wages_NAICS 7224 Drinking places, alcoholic beverages","Wages, total annual, NAICS 7224 Drinking places, alcoholic beverages",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 7225 Restaurants and other eating places,"Wages, total annual, NAICS 7225 Restaurants and other eating places",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,total_annual_wages_NAICS 722511 Full-service restaurants,"Wages, total annual, NAICS 722511 Full-service restaurants",Sum of the four quarterly total wage levels for a given year in the specific NAICS sector,Yearly ,Count,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 111 Crop production,"Employment level, annual average, NAICS 111 Crop production",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 112 Animal production and aquaculture,"Employment level, annual average, NAICS 112 Animal production and aquaculture",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,"annual_avg_emplvl_NAICS 114 Fishing, hunting and trapping","Employment level, annual average, NAICS 114 Fishing, hunting and trapping",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 115 Agriculture and forestry support activities,"Employment level, annual average, NAICS 115 Agriculture and forestry support activities",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 311 Food manufacturing,"Employment level, annual average, NAICS 311 Food manufacturing",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 3111 Animal food manufacturing,"Employment level, annual average, NAICS 3111 Animal food manufacturing",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 3112 Grain and oilseed milling,"Employment level, annual average, NAICS 3112 Grain and oilseed milling",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 3113 Sugar and confectionery product manufacturing,"Employment level, annual average, NAICS 3113 Sugar and confectionery product manufacturing",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_emplvl_NAICS 3114 Fruit and vegetable preserving and specialty,"Employment level, annual average, NAICS 3114 Fruit and vegetable preserving and specialty",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
